,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90s,Ast/90s,G+A/90s,G-PK/90s,G+A-PK,xG/90s,xAG/90s,xG+xAG,npxG/90s,npxG+xAG/90s,XG-Overperformance,xAG-Overperformance
478,479,Adam Smith,ENG,DF,Bournemouth,33,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,-0.7,-0.4
479,480,Emile Smith Rowe,ENG,MF,Fulham,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,1.5,1.6
480,481,Dominic Solanke,ENG,FW,Tottenham,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,-1.9,0.1
481,482,Carlos Soler,ESP,"MF,FW",West Ham,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,-0.8,-0.4
482,483,Julio Soler,ARG,"DF,FW",Bournemouth,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,484,Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,6,17,0.31,0.0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45,0.0,-0.5
484,485,Tomáš Souček,CZE,MF,West Ham,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,2.3,0.0
485,486,Boubakary Soumaré,FRA,MF,Leicester City,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,-0.3,-0.4
486,487,Djed Spence,ENG,DF,Tottenham,23,2000,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,0.4,0.2
487,488,Jay Stansfield,ENG,MF,Fulham,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,489,Jason Steele,ENG,GK,Brighton,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,490,Jack Stephens,ENG,DF,Southampton,30,1994,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,0.4,-0.2
490,491,Raheem Sterling,ENG,"FW,MF",Arsenal,29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34,-1.4,1.5
491,492,Ross Stewart,SCO,FW,Southampton,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25,-0.1,0.0
492,493,Jakub Stolarczyk,POL,GK,Leicester City,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,494,John Stones,ENG,"DF,MF",Manchester City,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,1.6,-0.1
494,495,Jørgen Strand Larsen,NOR,FW,Wolves,24,2000,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46,3.7,1.0
495,496,Yukinari Sugawara,JPN,"DF,MF",Southampton,24,2000,30,16,1557,17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16,0.5,-1.2
496,497,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,22,2002,26,17,1402,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,63,27,87,0.06,0.06,0.13,0.06,0.13,0.1,0.06,0.16,0.1,0.16,-0.5,0.0
497,498,Crysencio Summerville,NED,"FW,MF",West Ham,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,-0.6,-0.7
498,499,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33,0.6,-0.2
499,500,Dominik Szoboszlai,HUN,MF,Liverpool,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53,-1.3,-1.4
500,501,Matt Targett,ENG,DF,Newcastle Utd,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,502,James Tarkowski,ENG,DF,Everton,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,-0.3,-1.9
502,503,Marcus Tavernier,ENG,"FW,MF",Bournemouth,25,1999,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,-2.5,1.0
503,504,Charlie Taylor,ENG,DF,Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,-0.1
504,505,Jack Taylor,IRL,MF,Ipswich Town,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,0.3,-0.5
505,506,Mathys Tel,FRA,FW,Tottenham,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.55,0.22,0.47,-1.0,-1.6
506,507,Kenny Tete,NED,DF,Fulham,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,-1.4,1.1
507,508,Thiago,BRA,"FW,MF",Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,-0.1,-0.1
508,509,Luke Thomas,ENG,DF,Leicester City,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,-0.4,-0.5
509,510,Youri Tielemans,BEL,MF,Aston Villa,27,1997,36,35,3026,33.6,3,7,10,3,0,1,4,0,3.3,2.5,7.0,9.5,39,235,48,0.09,0.21,0.3,0.09,0.3,0.1,0.21,0.31,0.07,0.28,-0.3,0.0
510,511,Kieran Tierney,SCO,"DF,FW",Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,0.6,-1.4
511,512,Jurriën Timber,NED,DF,Arsenal,23,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,-0.2,2.2
512,513,Jean-Clair Todibo,FRA,DF,West Ham,24,1999,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,-0.4,0.0
513,514,Harry Toffolo,ENG,DF,Nott'ham Forest,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0
514,515,Takehiro Tomiyasu,JPN,DF,Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,-0.2,0.0
515,516,Sandro Tonali,ITA,MF,Newcastle Utd,24,2000,36,28,2630,29.2,4,2,6,4,0,0,5,0,4.4,4.4,2.2,6.6,37,128,53,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,-0.4,-0.2
516,517,Pau Torres,ESP,DF,Aston Villa,27,1997,24,23,2020,22.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,40,97,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,-0.5,-0.1
517,518,Conor Townsend,ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,0.0,0.3
518,519,Adama Traoré,ESP,"FW,MF",Fulham,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,-2.0,2.1
519,520,Boubacar Traoré,MLI,MF,Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,521,Mark Travers,IRL,GK,Bournemouth,25,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,522,Ryan Trevitt,ENG,MF,Brentford,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,523,Kieran Trippier,ENG,DF,Newcastle Utd,33,1990,25,14,1309,14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,-0.1,1.6
523,524,Leandro Trossard,BEL,FW,Arsenal,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,0.8,0.9
524,525,Kostas Tsimikas,GRE,DF,Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,17,76,43,0.0,0.11,0.11,0.0,0.11,0.04,0.23,0.27,0.04,0.27,-0.4,-1.1
525,526,Axel Tuanzebe,COD,DF,Ipswich Town,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,-0.2,0.7
526,527,Destiny Udogie,ITA,DF,Tottenham,21,2002,25,24,1924,21.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,121,94,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,-0.3,-0.5
527,528,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,0.0,0.9
528,529,Lesley Ugochukwu,FRA,MF,Southampton,20,2004,26,18,1655,18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.0,1.9,29,49,20,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,0.1,0.0
529,530,Enes Ünal,TUR,"FW,MF",Bournemouth,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,-0.7,0.6
530,531,Virgil van Dijk,NED,DF,Liverpool,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,2.2,2.2,0.7,3.0,22,198,6,0.08,0.03,0.11,0.08,0.11,0.06,0.02,0.08,0.06,0.08,0.8,0.3
531,532,Jamie Vardy,ENG,FW,Leicester City,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,11.2,9.6,3.0,12.6,29,22,120,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,-2.2,1.0
532,533,Renato Veiga,POR,"DF,MF",Chelsea,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,-0.1,0.0
533,534,Joël Veltman,NED,DF,Brighton,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,-0.5,-0.5
534,535,Micky van de Ven,NED,DF,Tottenham,23,2001,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,-0.6,0.8
535,536,Bart Verbruggen,NED,GK,Brighton,21,2002,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
536,537,Jannik Vestergaard,DEN,DF,Leicester City,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,3,32,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,-0.1,-0.1
537,538,Guglielmo Vicario,ITA,GK,Tottenham,27,1996,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,539,Carlos Vinícius,BRA,"MF,FW",Fulham,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,0.0,0.0
539,540,Kyle Walker,ENG,DF,Manchester City,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,-0.1,-0.4
540,541,Kyle Walker-Peters,ENG,DF,Southampton,27,1997,33,33,2918,32.4,0,2,2,0,0,0,5,0,0.8,0.8,2.8,3.6,114,139,144,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,-0.8,-0.8
541,542,Christian Walton,ENG,GK,Ipswich Town,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,543,Aaron Wan-Bissaka,ENG,DF,West Ham,26,1997,36,35,3154,35.0,2,5,7,2,0,0,1,0,1.2,1.2,3.5,4.7,110,149,167,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,0.8,1.5
543,544,Danny Ward,WAL,GK,Leicester City,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,545,Joel Ward,ENG,DF,Crystal Palace,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0
545,546,James Ward-Prowse,ENG,MF,West Ham,29,1994,15,12,1039,11.5,1,1,2,1,0,0,2,0,1.6,1.6,1.9,3.6,11,54,9,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,-0.6,-0.9
546,547,James Ward-Prowse,ENG,MF,Nott'ham Forest,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,-0.1,-0.1
547,548,Ollie Watkins,ENG,FW,Aston Villa,28,1995,38,31,2598,28.9,16,8,24,14,2,2,2,0,15.3,13.8,3.3,17.1,55,31,165,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,0.7,4.7
548,549,Adam Webster,ENG,DF,Brighton,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,-0.2,-0.5
549,550,Danny Welbeck,ENG,FW,Brighton,33,1990,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,0.4,2.6
550,551,Welington,BRA,DF,Southampton,23,2001,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,-0.1
551,552,Timo Werner,GER,"FW,MF",Tottenham,28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,-1.0,0.5
552,553,Adam Wharton,ENG,MF,Crystal Palace,20,2004,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,-0.4,-1.0
553,554,Ben White,ENG,DF,Arsenal,26,1997,17,13,1198,13.3,0,2,2,0,0,0,2,0,0.5,0.5,1.4,1.8,23,59,42,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.14,0.03,0.14,-0.5,0.6
554,555,Mats Wieffer,NED,"DF,MF",Brighton,24,1999,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,0.2,1.4
555,556,Neco Williams,WAL,DF,Nott'ham Forest,23,2001,35,28,2594,28.8,1,3,4,1,0,0,7,0,2.3,2.3,1.6,3.9,68,89,103,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,-1.3,1.4
556,557,Willian,BRA,"FW,MF",Fulham,35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,-0.3,-0.5
557,558,Joe Willock,ENG,"MF,FW",Newcastle Utd,24,1999,32,11,1086,12.1,0,2,2,0,0,0,4,0,1.6,1.6,2.1,3.8,38,41,86,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,-1.6,-0.1
558,559,Callum Wilson,ENG,FW,Newcastle Utd,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,17,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,-0.4,-0.1
559,560,Harry Wilson,WAL,"FW,MF",Fulham,27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,1.8,-0.1
560,561,Harry Winks,ENG,MF,Leicester City,28,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,-0.2,0.8
561,562,Ben Winterburn,ENG,"MF,FW",Bournemouth,19,2004,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,563,Yoane Wissa,COD,FW,Brentford,27,1996,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,0.5,1.4
563,564,Chris Wood,NZL,FW,Nott'ham Forest,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,13.4,11.0,2.6,13.6,14,42,94,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,6.6,0.4
564,565,Nathan Wood-Gordon,ENG,DF,Southampton,22,2002,11,9,773,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,-0.2,0.0
565,566,Luke Woolfenden,ENG,DF,Ipswich Town,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,567,Yehor Yarmoliuk,UKR,MF,Brentford,20,2004,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,-0.6,-0.9
567,568,Ryan Yates,ENG,MF,Nott'ham Forest,26,1997,35,18,1915,21.3,2,1,3,2,0,0,10,0,2.3,2.3,1.2,3.5,18,53,16,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,-0.3,-0.2
568,569,Leny Yoro,FRA,DF,Manchester Utd,18,2005,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,19,52,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,-0.7,-0.1
569,570,Ashley Young,ENG,DF,Everton,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,0.7,0.7
570,571,Illia Zabarnyi,UKR,DF,Bournemouth,21,2002,36,35,3109,34.5,0,1,1,0,0,0,4,1,1.3,1.3,0.7,2.0,27,140,4,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,-1.3,0.3
571,572,Oleksandr Zinchenko,UKR,"DF,MF",Arsenal,27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,10,48,14,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,-0.6,0.8
572,573,Joshua Zirkzee,NED,"FW,MF",Manchester Utd,23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,4.8,4.8,1.5,6.3,14,44,69,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,-1.8,-0.5
573,574,Martin Ødegaard,NOR,MF,Arsenal,25,1998,30,26,2325,25.8,3,8,11,2,1,1,4,0,4.8,4.0,5.4,9.5,92,258,154,0.12,0.31,0.43,0.08,0.39,0.19,0.21,0.4,0.16,0.37,-1.8,2.6
